timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1716837804601,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-93,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000570,0,0,0
1716837804603,3,Get Paciente,200,OK,Thread Group 1-93,text,true,,1313,133,1,1,http://localhost:9090/paciente/6000571,2,0,0
1716837804606,0,Get Paciente,200,OK,Thread Group 1-93,text,true,,1334,133,1,1,http://localhost:9090/paciente/6000572,0,0,0
1716837804606,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-93,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000573,0,0,0
1716837804607,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-93,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000574,0,0,0
1716837804851,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-94,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000575,0,0,0
1716837804854,4,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-94,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000576,0,0,1
1716837804858,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-94,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000577,0,0,0
1716837804861,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-94,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000578,0,0,0
1716837804863,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-94,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000579,0,0,0
1716837805101,3,Get Paciente,200,OK,Thread Group 1-95,text,true,,1348,133,1,1,http://localhost:9090/paciente/6000580,3,0,1
1716837805104,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-95,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000581,0,0,0
1716837805105,3,Get Paciente,200,OK,Thread Group 1-95,text,true,,1314,133,1,1,http://localhost:9090/paciente/6000582,2,0,1
1716837805108,0,Get Paciente,200,OK,Thread Group 1-95,text,true,,1407,133,1,1,http://localhost:9090/paciente/6000585,0,0,0
1716837805108,1,Get Paciente,200,OK,Thread Group 1-95,text,true,,1388,133,1,1,http://localhost:9090/paciente/6000586,1,0,0
1716837805351,2,Get Paciente,200,OK,Thread Group 1-96,text,true,,1323,133,1,1,http://localhost:9090/paciente/6000587,2,0,1
1716837805353,1,Get Paciente,200,OK,Thread Group 1-96,text,true,,1303,133,1,1,http://localhost:9090/paciente/6000588,1,0,0
1716837805354,0,Get Paciente,200,OK,Thread Group 1-96,text,true,,1399,133,1,1,http://localhost:9090/paciente/6000590,0,0,0
1716837805354,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-96,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000591,0,0,0
1716837805356,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-96,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000592,0,0,0
1716837805601,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-97,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000593,0,0,0
1716837805604,1,Get Paciente,200,OK,Thread Group 1-97,text,true,,1307,133,1,1,http://localhost:9090/paciente/6000594,1,0,0
1716837805605,1,Get Paciente,200,OK,Thread Group 1-97,text,true,,1372,133,1,1,http://localhost:9090/paciente/6000595,1,0,0
1716837805606,0,Get Paciente,200,OK,Thread Group 1-97,text,true,,1332,133,1,1,http://localhost:9090/paciente/6000596,0,0,0
1716837805606,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-97,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000597,0,0,0
1716837805851,3,Get Paciente,200,OK,Thread Group 1-98,text,true,,1371,133,1,1,http://localhost:9090/paciente/6000598,3,0,0
1716837805854,1,Get Paciente,200,OK,Thread Group 1-98,text,true,,1327,133,1,1,http://localhost:9090/paciente/6000599,1,0,0
1716837805855,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-98,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000600,0,0,0
1716837805856,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-98,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000601,0,0,0
1716837805858,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-98,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000602,0,0,1
1716837806100,4,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-99,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000603,0,0,1
1716837806104,2,Get Paciente,200,OK,Thread Group 1-99,text,true,,1348,133,1,1,http://localhost:9090/paciente/6000604,2,0,0
1716837806106,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-99,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000605,0,0,0
1716837806107,3,Get Paciente,200,OK,Thread Group 1-99,text,true,,1342,133,1,1,http://localhost:9090/paciente/6000606,3,0,0
1716837806110,1,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-99,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000609,0,0,0
1716837806351,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-100,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000611,0,0,0
1716837806354,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-100,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000612,0,0,1
1716837806357,3,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-100,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000613,0,0,0
1716837806360,2,Get Paciente,Non HTTP response code: org.apache.http.NoHttpResponseException,Non HTTP response message: localhost:9090 failed to respond,Thread Group 1-100,text,false,,2067,0,1,1,http://localhost:9090/paciente/6000614,0,0,0
1716837806362,3,Get Paciente,200,OK,Thread Group 1-100,text,true,,1375,133,1,1,http://localhost:9090/paciente/6000615,3,0,1
